timestamp,sensor_id,temperature,humidity,pressure,status
2024-01-01T01:01:00,S013,22.2,37.2,1019.5,OK
2024-01-01T02:46:00,S006,25.6,26.1,1019.1,OK
2024-01-01T03:37:00,S019,21.6,42.8,1011.2,OK
2024-01-01T04:08:00,S015,23.0,52.1,1010.4,ERROR
2024-01-01T05:48:00,S013,24.9,40.7,1025.1,OK
2024-01-01T06:16:00,S003,17.1,48.1,1024.7,WARN
2024-01-01T07:41:00,S003,24.4,47.8,1005.9,OK
2024-01-01T08:15:00,S007,24.2,33.2,1013.4,OK
2024-01-01T09:36:00,S007,25.4,37.5,1013.8,ERROR
2024-01-01T10:10:00,S020,18.1,34.6,1020.0,ERROR
2024-01-01T11:06:00,S019,25.7,53.5,1013.7,OK
2024-01-01T12:58:00,S013,18.2,54.6,1019.8,OK
2024-01-01T13:15:00,S004,24.1,42.2,1009.0,OK
2024-01-01T14:38:00,S004,23.1,32.6,1019.0,OK
2024-01-01T15:23:00,S003,22.9,35.9,1012.8,OK
2024-01-01T16:52:00,S016,28.0,60.7,1006.8,OK
2024-01-01T17:09:00,S014,17.8,50.4,1018.4,OK
2024-01-01T18:17:00,S020,23.3,33.4,1007.7,OK
2024-01-01T19:37:00,S009,22.3,41.7,1016.4,OK
2024-01-01T20:17:00,S015,22.1,56.2,1009.2,OK
2024-01-01T21:31:00,S011,20.1,47.9,1016.1,ERROR
2024-01-01T22:21:00,S009,25.4,34.4,1012.9,WARN
2024-01-01T23:05:00,S008,22.4,42.8,1007.3,WARN
2024-01-01T00:44:00,S016,19.9,35.8,1013.6,WARN
2024-01-01T01:25:00,S008,20.7,40.4,1019.2,OK
2024-01-01T02:35:00,S017,16.4,73.1,1008.6,OK
2024-01-01T03:17:00,S010,21.1,45.0,1015.5,WARN
2024-01-01T04:20:00,S004,21.7,20.5,1011.8,OK
2024-01-01T05:30:00,S009,20.2,40.6,999.5,OK
2024-01-01T06:38:00,S010,27.6,42.7,1011.6,ERROR
2024-01-01T07:00:00,S018,24.7,47.1,1014.1,OK
2024-01-01T08:35:00,S010,21.5,40.1,1016.9,OK
2024-01-01T09:36:00,S010,19.4,34.4,1014.0,WARN
2024-01-01T10:03:00,S009,25.2,40.9,1015.2,OK
2024-01-01T11:36:00,S002,19.3,55.6,1020.4,ERROR
2024-01-01T12:05:00,S008,25.8,56.5,1006.1,WARN
2024-01-01T13:49:00,S017,18.7,29.0,1020.5,ERROR
2024-01-01T14:55:00,S019,24.6,44.5,1008.0,OK
2024-01-01T15:06:00,S007,19.2,39.5,1010.2,OK
2024-01-01T16:10:00,S008,22.5,48.5,1018.5,OK
2024-01-01T17:30:00,S010,22.1,53.1,1013.8,ERROR
2024-01-01T18:44:00,S015,24.0,48.2,1012.2,OK
2024-01-01T19:42:00,S007,27.3,33.8,1015.8,OK
2024-01-01T20:09:00,S009,22.5,41.6,1015.2,OK
2024-01-01T21:52:00,S019,24.2,54.5,1010.4,OK
2024-01-01T22:44:00,S010,19.8,22.3,1007.2,OK
2024-01-01T23:38:00,S002,22.0,57.5,1007.8,OK
2024-01-01T00:16:00,S001,28.4,58.9,1016.4,OK
2024-01-01T01:48:00,S009,18.6,29.9,1009.1,WARN
2024-01-01T02:30:00,S017,18.1,26.9,1015.8,OK
2024-01-01T03:52:00,S016,25.6,56.1,1011.9,OK
2024-01-01T04:21:00,S011,19.2,27.7,1009.3,ERROR
2024-01-01T05:42:00,S013,26.0,49.9,1007.2,OK
2024-01-01T06:05:00,S011,22.0,50.0,1014.4,OK
2024-01-01T07:42:00,S018,16.1,41.8,1013.4,OK
2024-01-01T08:23:00,S020,22.2,31.0,1013.2,OK
2024-01-01T09:08:00,S010,20.0,30.7,1015.9,OK
2024-01-01T10:01:00,S020,23.4,30.0,1012.7,OK
2024-01-01T11:05:00,S008,22.5,67.1,1012.5,OK
2024-01-01T12:07:00,S005,17.2,45.2,1009.0,OK
2024-01-01T13:30:00,S008,21.9,39.6,1013.7,WARN
2024-01-01T14:58:00,S020,15.8,43.9,1015.6,OK
2024-01-01T15:21:00,S017,20.2,44.9,1013.4,OK
2024-01-01T16:19:00,S019,18.1,37.9,1016.6,OK
2024-01-01T17:22:00,S011,19.6,33.1,1011.0,OK
2024-01-01T18:59:00,S011,27.8,24.5,1013.3,OK
2024-01-01T19:02:00,S011,24.9,44.5,1005.2,OK
2024-01-01T20:24:00,S005,21.2,45.1,1006.3,OK
2024-01-01T21:55:00,S015,21.9,62.8,1019.4,OK
2024-01-01T22:46:00,S005,18.3,52.8,1016.2,ERROR
2024-01-01T23:21:00,S020,24.8,39.9,1006.2,ERROR
2024-01-01T00:54:00,S018,20.1,51.0,1011.4,OK
2024-01-01T01:02:00,S020,17.0,57.8,1015.9,ERROR
2024-01-01T02:14:00,S003,20.8,46.8,1006.2,OK
2024-01-01T03:10:00,S010,17.5,47.5,1012.1,OK
2024-01-01T04:18:00,S012,20.8,49.0,1006.7,WARN
2024-01-01T05:10:00,S006,21.2,62.8,1017.8,OK
2024-01-01T06:43:00,S008,18.0,45.2,1013.8,OK
2024-01-01T07:16:00,S001,26.2,54.0,1009.7,ERROR
2024-01-01T08:43:00,S018,23.8,54.0,1009.2,OK
2024-01-01T09:27:00,S009,25.3,36.8,1014.1,OK
2024-01-01T10:54:00,S016,24.3,51.1,1010.4,OK
2024-01-01T11:18:00,S001,23.9,59.5,1012.0,ERROR
2024-01-01T12:00:00,S019,25.4,32.0,1023.8,OK
2024-01-01T13:31:00,S010,20.9,46.2,1009.4,ERROR
2024-01-01T14:14:00,S007,18.7,34.6,1011.7,WARN
2024-01-01T15:40:00,S004,17.7,56.8,1008.9,ERROR
2024-01-01T16:50:00,S015,24.8,47.0,1020.4,ERROR
2024-01-01T17:47:00,S014,26.8,47.4,1015.4,OK
2024-01-01T18:56:00,S012,15.5,40.7,1014.9,OK
2024-01-01T19:51:00,S010,20.0,44.8,1008.5,OK
2024-01-01T20:29:00,S003,27.0,65.2,1018.1,OK
2024-01-01T21:54:00,S018,18.3,33.2,1019.6,OK
2024-01-01T22:16:00,S018,24.1,51.7,1013.0,OK
2024-01-01T23:52:00,S012,19.7,50.7,1015.3,OK
2024-01-01T00:39:00,S018,20.1,57.1,1008.7,OK
2024-01-01T01:58:00,S010,18.6,42.1,1011.0,OK
2024-01-01T02:02:00,S010,23.5,44.9,1013.6,OK
2024-01-01T03:29:00,S012,25.7,37.1,1005.8,OK
2024-01-01T04:26:00,S019,21.9,39.2,1011.0,OK
2024-01-01T05:39:00,S014,22.7,52.5,1011.5,OK
2024-01-01T06:23:00,S007,15.1,53.5,1014.4,OK
2024-01-01T07:23:00,S018,20.9,56.7,1008.8,OK
2024-01-02T08:25:00,S009,22.6,49.7,1016.2,OK
2024-01-02T09:13:00,S020,19.3,48.2,1012.7,ERROR
2024-01-02T10:15:00,S005,22.5,38.4,1016.1,OK
2024-01-02T11:13:00,S008,18.7,42.3,1015.5,OK
2024-01-02T12:00:00,S009,23.1,40.7,1015.6,WARN
2024-01-02T13:07:00,S001,23.7,51.4,1016.5,WARN
2024-01-02T14:37:00,S011,24.3,45.8,1016.7,OK
2024-01-02T15:47:00,S003,24.2,27.8,1014.3,OK
2024-01-02T16:37:00,S004,20.0,47.1,1007.0,OK
2024-01-02T17:33:00,S010,18.8,20.1,1016.4,OK
2024-01-02T18:30:00,S013,20.7,47.1,1011.7,OK
2024-01-02T19:20:00,S020,18.8,48.1,1015.1,OK
2024-01-02T20:40:00,S019,19.5,42.3,1019.1,OK
2024-01-02T21:32:00,S020,21.9,28.9,1016.8,OK
2024-01-02T22:54:00,S018,21.6,38.2,1009.6,ERROR
2024-01-02T23:52:00,S015,22.6,32.0,1017.8,ERROR
2024-01-02T00:27:00,S011,20.5,36.7,1019.5,OK
2024-01-02T01:05:00,S003,27.6,48.8,1014.2,OK
2024-01-02T02:23:00,S005,18.3,40.4,1008.9,OK
2024-01-02T03:26:00,S012,21.0,61.7,1004.5,OK
2024-01-02T04:55:00,S002,26.0,42.3,1009.1,WARN
2024-01-02T05:09:00,S016,25.2,45.8,1015.4,OK
2024-01-02T06:23:00,S004,22.3,32.0,1016.4,OK
2024-01-02T07:39:00,S018,16.6,67.7,1014.9,OK
2024-01-02T08:17:00,S001,24.0,59.1,1011.3,OK
2024-01-02T09:11:00,S005,24.5,35.7,1011.0,WARN
2024-01-02T10:47:00,S001,25.1,51.7,1009.1,WARN
2024-01-02T11:23:00,S010,24.3,41.9,1004.5,OK
2024-01-02T12:38:00,S003,23.3,41.1,1013.0,OK
2024-01-02T13:17:00,S015,21.0,38.9,1008.1,OK
2024-01-02T14:26:00,S009,22.8,56.7,1011.6,OK
2024-01-02T15:43:00,S019,23.2,30.2,1013.6,OK
2024-01-02T16:14:00,S013,23.0,44.7,1016.4,WARN
2024-01-02T17:48:00,S009,28.9,43.8,1015.5,OK
2024-01-02T18:47:00,S014,23.3,53.7,1011.3,OK
2024-01-02T19:51:00,S012,18.6,62.9,1017.4,OK
2024-01-02T20:27:00,S001,20.8,46.0,1011.0,OK
2024-01-02T21:45:00,S014,24.9,42.5,1017.9,ERROR
2024-01-02T22:10:00,S020,17.6,48.8,1009.5,OK
2024-01-02T23:15:00,S014,24.5,34.7,1009.8,OK
2024-01-02T00:55:00,S010,21.9,37.9,1013.4,OK
2024-01-02T01:07:00,S017,20.8,23.3,1012.3,ERROR
2024-01-02T02:22:00,S005,22.1,50.6,1015.2,OK
2024-01-02T03:04:00,S006,25.9,58.4,1010.9,OK
2024-01-02T04:48:00,S019,22.2,34.1,1018.7,OK
2024-01-02T05:39:00,S011,20.2,54.2,1007.7,WARN
2024-01-02T06:28:00,S003,17.8,47.7,1014.9,ERROR
2024-01-02T07:32:00,S003,18.2,40.9,1018.1,OK
2024-01-02T08:23:00,S010,27.3,54.3,1017.2,OK
2024-01-02T09:24:00,S015,18.7,23.3,1007.0,OK
2024-01-02T10:57:00,S002,16.8,50.7,1010.5,OK
2024-01-02T11:32:00,S005,19.8,55.6,1011.6,ERROR
2024-01-02T12:45:00,S003,20.2,44.8,1013.1,OK
2024-01-02T13:33:00,S017,25.2,37.7,1010.0,ERROR
2024-01-02T14:24:00,S014,22.7,30.1,1019.7,ERROR
2024-01-02T15:04:00,S011,23.4,57.5,1017.2,ERROR
2024-01-02T16:16:00,S020,23.9,38.6,1010.6,ERROR
2024-01-02T17:19:00,S013,21.2,55.8,1018.7,OK
2024-01-02T18:19:00,S018,18.2,57.4,1015.9,OK
2024-01-02T19:43:00,S017,17.9,57.4,1017.1,OK
2024-01-02T20:23:00,S001,20.8,49.8,1015.7,OK
2024-01-02T21:12:00,S008,29.1,50.8,1013.0,ERROR
2024-01-02T22:54:00,S004,18.3,44.4,1012.6,OK
2024-01-02T23:21:00,S020,18.3,51.6,1016.6,WARN
2024-01-02T00:11:00,S020,22.7,39.4,1008.2,OK
2024-01-02T01:46:00,S008,23.2,58.5,1011.7,OK
2024-01-02T02:50:00,S015,22.2,52.4,1021.6,WARN
2024-01-02T03:23:00,S019,20.9,56.1,1012.5,ERROR
2024-01-02T04:49:00,S013,18.9,44.8,1014.8,OK
2024-01-02T05:08:00,S009,23.7,55.8,1014.8,ERROR
2024-01-02T06:35:00,S004,21.1,33.3,1014.5,WARN
2024-01-02T07:17:00,S015,22.9,49.7,1011.4,OK
2024-01-02T08:05:00,S008,24.5,26.0,1017.7,OK
2024-01-02T09:32:00,S012,20.7,47.9,1029.1,ERROR
2024-01-02T10:14:00,S001,21.4,49.1,1012.0,WARN
2024-01-02T11:08:00,S002,19.4,40.7,1022.2,OK
2024-01-02T12:53:00,S005,22.2,33.8,1004.9,OK
2024-01-02T13:16:00,S007,17.7,51.4,1007.6,OK
2024-01-02T14:38:00,S017,17.4,53.0,1013.2,WARN
2024-01-02T15:26:00,S020,23.5,40.3,1013.6,OK
2024-01-02T16:38:00,S018,25.6,46.2,1013.1,OK
2024-01-02T17:00:00,S020,23.7,37.2,1018.2,WARN
2024-01-02T18:42:00,S003,19.2,43.6,1019.0,OK
2024-01-02T19:35:00,S001,20.9,36.3,1016.6,OK
2024-01-02T20:24:00,S012,22.0,46.8,1014.1,OK
2024-01-02T21:42:00,S004,19.3,47.2,1004.9,ERROR
2024-01-02T22:08:00,S002,20.4,52.3,1007.1,OK
2024-01-02T23:29:00,S016,17.6,32.6,1006.3,OK
2024-01-02T00:45:00,S015,24.0,46.5,1015.7,ERROR
2024-01-02T01:59:00,S010,16.0,15.1,1011.5,OK
2024-01-02T02:30:00,S009,26.2,48.3,1010.8,OK
2024-01-02T03:55:00,S011,27.8,42.4,1021.9,OK
2024-01-02T04:56:00,S013,21.7,23.8,1002.8,OK
2024-01-02T05:44:00,S016,27.3,33.0,1019.6,ERROR
2024-01-02T06:51:00,S003,21.8,41.0,1005.6,OK
2024-01-02T07:18:00,S011,18.7,52.1,1015.7,ERROR
2024-01-02T08:19:00,S015,19.5,38.7,1011.3,OK
2024-01-02T09:46:00,S012,19.4,37.0,1009.5,OK
2024-01-02T10:50:00,S002,25.8,51.5,1007.1,OK
2024-01-02T11:10:00,S001,26.1,53.5,1018.3,OK
2024-01-02T12:02:00,S005,26.8,52.1,1009.7,OK
2024-01-02T13:02:00,S020,24.2,51.2,1017.5,ERROR
2024-01-02T14:23:00,S015,22.3,32.0,1008.0,OK
2024-01-02T15:17:00,S008,21.4,47.2,1012.7,WARN
2024-01-02T16:31:00,S017,19.1,53.4,1012.7,OK
2024-01-02T17:13:00,S020,24.3,40.1,1023.9,OK
2024-01-02T18:12:00,S004,22.8,48.0,1016.7,OK
2024-01-02T19:51:00,S011,26.2,37.2,1006.2,OK
2024-01-02T20:34:00,S010,26.5,32.7,1010.3,OK
2024-01-02T21:11:00,S012,15.3,39.9,1012.9,WARN
2024-01-02T22:50:00,S005,22.3,56.6,1008.8,OK
2024-01-02T23:51:00,S018,25.0,59.2,1020.6,OK
2024-01-02T00:19:00,S013,26.8,45.0,1004.5,OK
2024-01-02T01:04:00,S005,21.2,59.1,1011.8,OK
2024-01-02T02:29:00,S017,18.6,62.0,1014.4,WARN
2024-01-02T03:49:00,S005,17.8,25.0,1017.5,OK
2024-01-02T04:53:00,S004,19.5,44.0,1019.1,WARN
2024-01-02T05:22:00,S017,28.0,60.3,1007.1,ERROR
2024-01-02T06:12:00,S018,21.4,58.8,1011.3,OK
2024-01-02T07:10:00,S019,21.1,50.4,1012.0,OK
2024-01-02T08:39:00,S020,18.4,64.3,1022.7,OK
2024-01-02T09:02:00,S019,23.5,44.4,1016.4,OK
2024-01-02T10:26:00,S020,19.7,36.0,1010.1,ERROR
2024-01-02T11:30:00,S008,20.2,50.1,1005.8,ERROR
2024-01-02T12:29:00,S003,21.3,39.6,1008.2,ERROR
2024-01-02T13:38:00,S005,23.7,38.9,1020.4,OK
2024-01-02T14:55:00,S012,23.6,44.2,1008.6,ERROR
2024-01-02T15:15:00,S015,24.8,52.8,1016.8,WARN
2024-01-02T16:06:00,S002,21.3,54.5,1010.2,WARN
2024-01-02T17:52:00,S011,20.5,59.6,1009.8,WARN
2024-01-02T18:48:00,S006,18.4,45.1,1008.7,OK
2024-01-02T19:05:00,S013,22.0,18.9,1012.6,WARN
2024-01-02T20:37:00,S012,24.3,47.4,1005.1,OK
2024-01-02T21:30:00,S010,18.7,26.1,1010.8,OK
2024-01-02T22:08:00,S009,21.3,28.2,1009.6,OK
2024-01-02T23:35:00,S007,24.3,39.6,1016.1,OK
2024-01-02T00:32:00,S015,22.2,36.9,1020.5,OK
2024-01-02T01:08:00,S004,21.7,31.0,1018.5,ERROR
2024-01-02T02:35:00,S012,22.1,38.3,1007.1,OK
2024-01-02T03:02:00,S005,21.8,40.9,1004.2,OK
2024-01-02T04:29:00,S005,19.2,37.5,1009.8,WARN
2024-01-02T05:25:00,S020,25.6,44.4,1008.8,ERROR
2024-01-02T06:32:00,S017,17.4,41.8,1010.2,ERROR
2024-01-02T07:21:00,S004,27.2,58.1,1012.2,OK
2024-01-02T08:55:00,S001,20.1,40.5,1005.5,OK
2024-01-02T09:36:00,S008,15.3,42.6,1006.5,WARN
2024-01-02T10:33:00,S020,22.5,35.3,1014.6,OK
2024-01-02T11:44:00,S004,20.0,48.9,1018.0,OK
2024-01-02T12:09:00,S014,20.9,35.4,1014.8,OK
2024-01-02T13:46:00,S002,15.3,41.7,1007.2,OK
2024-01-02T14:20:00,S016,19.4,43.6,1018.1,ERROR
2024-01-02T15:34:00,S012,27.9,36.0,1004.0,OK
2024-01-02T16:41:00,S009,20.5,40.8,1013.1,WARN
2024-01-02T17:19:00,S010,25.8,40.7,1005.7,OK
2024-01-02T18:20:00,S016,17.9,63.9,1014.1,OK
2024-01-02T19:36:00,S018,19.7,24.6,1022.6,ERROR
2024-01-02T20:49:00,S005,21.4,53.0,1012.0,OK
2024-01-02T21:41:00,S009,19.3,44.9,1009.5,OK
2024-01-02T22:17:00,S018,21.5,39.9,1008.0,WARN
2024-01-02T23:03:00,S017,19.3,46.1,1016.6,OK
2024-01-02T00:26:00,S011,21.7,40.5,1013.1,OK
2024-01-02T01:59:00,S006,21.7,25.5,1019.5,OK
2024-01-02T02:30:00,S007,22.1,36.8,1012.6,OK
2024-01-02T03:41:00,S019,23.0,46.8,1021.1,OK
2024-01-02T04:58:00,S006,17.0,54.4,1014.2,OK
2024-01-02T05:50:00,S016,21.7,51.5,1020.7,ERROR
2024-01-02T06:56:00,S002,25.9,45.8,1024.1,ERROR
2024-01-02T07:29:00,S018,27.3,24.3,1011.4,WARN
2024-01-02T08:54:00,S017,20.1,46.3,1015.3,OK
2024-01-02T09:41:00,S009,23.2,44.7,1012.2,ERROR
2024-01-02T10:50:00,S010,17.4,38.0,1017.4,OK
2024-01-02T11:52:00,S014,27.3,40.8,1012.8,OK
2024-01-02T12:06:00,S006,25.4,43.7,1013.5,OK
2024-01-02T13:15:00,S015,21.9,45.6,1000.6,ERROR
2024-01-02T14:37:00,S019,26.4,46.0,1012.4,OK
2024-01-02T15:29:00,S010,21.0,53.2,1019.4,OK
2024-01-02T16:49:00,S010,20.4,31.7,1017.5,WARN
2024-01-02T17:14:00,S005,21.0,34.1,1013.8,OK
2024-01-02T18:23:00,S014,20.0,23.9,1013.4,WARN
2024-01-02T19:48:00,S008,16.6,39.3,1006.9,OK
2024-01-02T20:33:00,S015,19.2,43.3,1015.1,OK
2024-01-02T21:57:00,S017,21.3,48.7,1018.9,WARN
2024-01-02T22:20:00,S017,17.8,50.4,1011.8,OK
2024-01-02T23:28:00,S002,18.6,33.5,1014.7,OK
2024-01-02T00:36:00,S002,17.8,39.6,1012.6,ERROR
2024-01-02T01:52:00,S001,22.6,44.7,1006.4,OK
2024-01-02T02:27:00,S012,20.9,33.1,1022.8,OK
2024-01-02T03:02:00,S010,24.4,30.6,1017.6,OK
2024-01-02T04:46:00,S014,17.5,59.9,1002.4,OK
2024-01-02T05:24:00,S003,24.1,39.0,1006.3,OK
2024-01-02T06:08:00,S012,28.9,66.3,1011.0,WARN
2024-01-02T07:53:00,S001,23.0,46.1,999.2,OK
2024-01-02T08:43:00,S018,19.4,49.5,1013.7,WARN
2024-01-02T09:17:00,S007,25.3,59.8,1009.9,OK
2024-01-02T10:02:00,S014,16.7,29.5,1015.8,OK
2024-01-02T11:06:00,S020,20.6,58.2,1014.4,OK
2024-01-02T12:55:00,S002,22.0,48.0,1007.2,OK
2024-01-02T13:08:00,S017,23.4,52.3,1012.9,OK
2024-01-02T14:36:00,S011,17.4,36.9,1014.5,WARN
2024-01-02T15:42:00,S017,20.0,46.5,1017.2,OK
2024-01-03T16:35:00,S019,26.8,29.9,1009.3,OK
2024-01-03T17:03:00,S012,19.7,58.9,1010.3,OK
2024-01-03T18:20:00,S014,19.9,49.6,1015.5,WARN
2024-01-03T19:54:00,S008,25.4,40.1,1020.4,OK
2024-01-03T20:58:00,S002,14.7,35.0,1010.5,WARN
2024-01-03T21:16:00,S007,21.4,43.0,1014.8,OK
2024-01-03T22:54:00,S012,26.0,53.8,1014.4,OK
2024-01-03T23:38:00,S020,24.2,48.8,1013.5,OK
2024-01-03T00:46:00,S018,22.4,51.7,1016.5,OK
2024-01-03T01:13:00,S007,20.6,49.9,1012.4,OK
2024-01-03T02:58:00,S008,20.4,30.3,1010.1,ERROR
2024-01-03T03:49:00,S010,23.3,36.0,1017.2,ERROR
2024-01-03T04:19:00,S009,18.1,61.0,1004.2,OK
2024-01-03T05:30:00,S011,23.1,53.3,1010.5,OK
2024-01-03T06:02:00,S019,25.2,32.6,1019.3,OK
2024-01-03T07:37:00,S014,22.4,43.1,1016.2,WARN
2024-01-03T08:24:00,S019,23.8,34.8,1008.7,ERROR
2024-01-03T09:48:00,S016,18.2,59.0,1011.5,OK
2024-01-03T10:29:00,S006,21.7,35.7,1017.0,WARN
2024-01-03T11:58:00,S018,24.9,70.1,1012.2,OK
2024-01-03T12:02:00,S003,26.2,40.0,1013.5,OK
2024-01-03T13:14:00,S003,18.9,44.6,1012.3,OK
2024-01-03T14:29:00,S012,26.0,50.3,1023.1,OK
2024-01-03T15:31:00,S001,19.3,57.7,1013.3,OK
2024-01-03T16:01:00,S017,21.4,32.8,1011.7,OK
2024-01-03T17:43:00,S014,25.4,52.6,1002.7,OK
2024-01-03T18:58:00,S004,19.8,43.9,1010.2,ERROR
2024-01-03T19:17:00,S013,20.4,67.2,1019.0,OK
2024-01-03T20:36:00,S008,24.1,44.6,1009.1,OK
